released_task_id,benchmark_instance_id,arm,run_id,status,model,runner,task_source,start_time,end_time,wall_clock,steps,tokens_input,tokens_output,estimated_cost,guard_triggered,trigger_step,trigger_count,stop_reason,patch_generated,patch_bytes,changed_files_count,repeated_file_count,repeated_tool_count,repeated_file_rate,repeated_tool_rate,post_trigger_repetition_rate
released_task_5e850f2d21dabd70,django__django-11477,NO_GUARD,f8e838c9c8d5,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T04:41:09Z,2026-06-15T04:43:50Z,160.32,50,1113020,12782,0.0,True,7.0,8,Submitted,True,651,1,18,47,0.367347,0.959184,0.367347
released_task_5e850f2d21dabd70,django__django-11477,WARN_REPLAN_GUARD,b77752aad666,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T04:43:51Z,2026-06-15T04:46:10Z,139.828,48,545085,10514,0.0,True,7.0,8,Submitted,True,651,1,33,48,0.673469,0.979592,0.673469
released_task_5e850f2d21dabd70,django__django-11477,HARD_STOP_GUARD,fa85e6d6c747,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T04:46:11Z,2026-06-15T04:46:28Z,16.76,6,23713,712,0.0,True,6.0,1,hard_stop_guard,False,0,0,2,5,0.333333,0.833333,0.333333
released_task_7e04a501679a132a,django__django-16032,NO_GUARD,87a1d1e7a45c,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T04:53:03Z,2026-06-15T04:56:15Z,192.581,50,713797,15439,0.0,True,11.0,15,LimitsExceeded,False,0,0,31,48,0.62,0.96,0.62
released_task_7e04a501679a132a,django__django-16032,WARN_REPLAN_GUARD,5816aba16c22,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T04:56:16Z,2026-06-15T04:58:51Z,154.477,50,668008,13578,0.0,True,6.0,15,LimitsExceeded,False,0,0,25,49,0.5,0.98,0.5
released_task_7e04a501679a132a,django__django-16032,HARD_STOP_GUARD,4d2af0cb0ded,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T04:58:52Z,2026-06-15T04:59:07Z,15.423,5,15579,960,0.0,True,5.0,1,hard_stop_guard,False,0,0,4,10,0.363636,0.909091,0.363636
released_task_62e1a300553b00f6,django__django-15814,NO_GUARD,8ec64984e010,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T04:59:08Z,2026-06-15T05:03:02Z,233.772,50,968106,18009,0.0,True,6.0,13,LimitsExceeded,True,627,1,27,47,0.54,0.94,0.54
released_task_62e1a300553b00f6,django__django-15814,WARN_REPLAN_GUARD,80541525c1a5,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:03:03Z,2026-06-15T05:06:30Z,207.084,43,921522,17238,0.0,True,4.0,8,Submitted,True,705,1,21,44,0.456522,0.956522,0.456522
released_task_62e1a300553b00f6,django__django-15814,HARD_STOP_GUARD,546be4c10ac6,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:06:31Z,2026-06-15T05:06:41Z,9.719,3,8077,625,0.0,True,3.0,1,hard_stop_guard,False,0,0,3,5,0.5,0.833333,0.5
released_task_d0c764a7cfe98bbb,django__django-15503,NO_GUARD,4f5da0221a3e,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:06:42Z,2026-06-15T05:11:52Z,310.295,50,1302221,29331,0.0,True,4.0,17,LimitsExceeded,True,2971,1,33,58,0.559322,0.983051,0.559322
released_task_d0c764a7cfe98bbb,django__django-15503,WARN_REPLAN_GUARD,da8931a3535b,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:11:53Z,2026-06-15T05:17:13Z,319.96,50,1444860,33630,0.0,True,5.0,9,LimitsExceeded,True,3152,1,21,38,0.411765,0.745098,0.411765
released_task_d0c764a7cfe98bbb,django__django-15503,HARD_STOP_GUARD,ee80692a325c,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:17:14Z,2026-06-15T05:17:26Z,11.75,4,14770,641,0.0,True,4.0,1,hard_stop_guard,False,0,0,3,5,0.375,0.625,0.375
released_task_dfa98b4dcdc90f6b,django__django-11133,NO_GUARD,2da87b30c7aa,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:17:27Z,2026-06-15T05:18:58Z,91.249,35,335739,6330,0.0,True,5.0,6,Submitted,True,1128,1,23,31,0.676471,0.911765,0.676471
released_task_dfa98b4dcdc90f6b,django__django-11133,WARN_REPLAN_GUARD,55d93f351559,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:18:59Z,2026-06-15T05:20:16Z,76.735,33,299119,5108,0.0,True,4.0,8,Submitted,True,1022,1,23,22,0.71875,0.6875,0.71875
released_task_dfa98b4dcdc90f6b,django__django-11133,HARD_STOP_GUARD,756fc06f7831,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:20:17Z,2026-06-15T05:20:24Z,6.789,3,8306,387,0.0,True,3.0,1,hard_stop_guard,False,0,0,2,0,0.5,0.0,0.5
released_task_6f4886a7683a7987,pydata__xarray-4966,NO_GUARD,fa1442f4eb11,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:20:25Z,2026-06-15T05:23:09Z,164.074,31,410435,8113,0.0,True,8.0,2,Submitted,True,1019,1,15,30,0.483871,0.967742,0.483871
released_task_6f4886a7683a7987,pydata__xarray-4966,WARN_REPLAN_GUARD,faa0f12c6879,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:23:10Z,2026-06-15T05:26:28Z,198.01,32,476496,10170,0.0,True,5.0,4,Submitted,True,1019,1,12,22,0.363636,0.666667,0.363636
released_task_6f4886a7683a7987,pydata__xarray-4966,HARD_STOP_GUARD,183d305d079a,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:26:29Z,2026-06-15T05:26:42Z,13.316,6,31053,971,0.0,True,6.0,1,hard_stop_guard,False,0,0,2,5,0.333333,0.833333,0.333333
released_task_f7656944fa46c5cd,django__django-12754,NO_GUARD,fb1d7607a052,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:26:43Z,2026-06-15T05:32:15Z,331.221,50,973291,17826,0.0,True,3.0,17,LimitsExceeded,True,1256,1,31,58,0.525424,0.983051,0.525424
released_task_f7656944fa46c5cd,django__django-12754,WARN_REPLAN_GUARD,96eb7e5ce7b9,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:32:16Z,2026-06-15T05:35:12Z,176.504,50,858336,13639,0.0,True,3.0,21,LimitsExceeded,True,1311,1,29,53,0.537037,0.981481,0.537037
released_task_f7656944fa46c5cd,django__django-12754,HARD_STOP_GUARD,45d31b82ae4f,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:35:13Z,2026-06-15T05:35:27Z,13.747,5,13083,818,0.0,True,5.0,1,hard_stop_guard,False,0,0,2,7,0.222222,0.777778,0.222222
released_task_34f0eda326d9b62e,django__django-15022,NO_GUARD,f28bf47cc776,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:35:28Z,2026-06-15T05:41:56Z,388.234,50,1022300,29108,0.0,True,18.0,7,LimitsExceeded,True,1512,1,22,52,0.415094,0.981132,0.415094
released_task_34f0eda326d9b62e,django__django-15022,WARN_REPLAN_GUARD,72ee450ba6fb,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:41:57Z,2026-06-15T05:45:58Z,240.778,50,1207094,18974,0.0,True,10.0,8,LimitsExceeded,True,1146,1,17,49,0.314815,0.907407,0.314815
released_task_34f0eda326d9b62e,django__django-15022,HARD_STOP_GUARD,fe9def2bf55b,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:45:59Z,2026-06-15T05:48:15Z,136.171,33,419952,12211,0.0,True,33.0,1,hard_stop_guard,False,0,0,34,35,0.944444,0.972222,0.944444
released_task_a66062ecd2a73e1b,pydata__xarray-7229,NO_GUARD,01e71a8a5e01,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:48:16Z,2026-06-15T05:53:56Z,339.995,50,821442,21289,0.0,True,8.0,19,LimitsExceeded,False,0,0,27,48,0.54,0.96,0.54
released_task_a66062ecd2a73e1b,pydata__xarray-7229,WARN_REPLAN_GUARD,9a5d1af0f6a4,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:53:57Z,2026-06-15T05:58:20Z,262.931,50,1258594,19972,0.0,True,4.0,21,LimitsExceeded,True,1116,1,33,57,0.568966,0.982759,0.568966
released_task_a66062ecd2a73e1b,pydata__xarray-7229,HARD_STOP_GUARD,3af4ffa19a2f,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:58:21Z,2026-06-15T05:58:30Z,8.544,5,16875,463,0.0,True,5.0,1,hard_stop_guard,False,0,0,2,4,0.4,0.8,0.4
released_task_8b893a87713ebd6d,pydata__xarray-6938,NO_GUARD,31003f6ecc73,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T05:58:31Z,2026-06-15T06:09:55Z,684.43,50,699919,11924,0.0,True,5.0,16,LimitsExceeded,False,0,0,28,50,0.54902,0.980392,0.54902
released_task_8b893a87713ebd6d,pydata__xarray-6938,WARN_REPLAN_GUARD,3b0ade649f91,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:09:56Z,2026-06-15T06:14:00Z,244.138,38,622882,15576,0.0,True,4.0,13,Submitted,True,538,1,26,41,0.590909,0.931818,0.590909
released_task_8b893a87713ebd6d,pydata__xarray-6938,HARD_STOP_GUARD,5a92b5706789,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:14:01Z,2026-06-15T06:14:11Z,9.223,4,14154,519,0.0,True,4.0,1,hard_stop_guard,False,0,0,3,6,0.428571,0.857143,0.428571
released_task_6c4107394026fd81,scikit-learn__scikit-learn-11310,NO_GUARD,fef8f3f45fc1,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:14:12Z,2026-06-15T06:21:49Z,457.126,50,699702,9343,0.0,True,4.0,34,LimitsExceeded,True,2130,1,39,46,0.78,0.92,0.78
released_task_6c4107394026fd81,scikit-learn__scikit-learn-11310,WARN_REPLAN_GUARD,bccd85cb248a,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:21:50Z,2026-06-15T06:25:54Z,244.14,50,613212,6832,0.0,True,3.0,23,LimitsExceeded,True,1884,1,31,52,0.574074,0.962963,0.574074
released_task_6c4107394026fd81,scikit-learn__scikit-learn-11310,HARD_STOP_GUARD,ea385f85ecb0,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:25:55Z,2026-06-15T06:26:04Z,9.227,4,10813,585,0.0,True,4.0,1,hard_stop_guard,False,0,0,2,3,0.5,0.75,0.5
released_task_9e9a2e8a8e602bb3,pydata__xarray-3677,NO_GUARD,11b9a59274e3,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:26:05Z,2026-06-15T06:28:45Z,159.616,36,437868,5784,0.0,True,2.0,18,Submitted,True,535,1,26,39,0.65,0.975,0.65
released_task_9e9a2e8a8e602bb3,pydata__xarray-3677,WARN_REPLAN_GUARD,3e3d10974534,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:28:46Z,2026-06-15T06:30:22Z,95.822,28,249607,5021,0.0,True,3.0,13,Submitted,True,535,1,21,29,0.7,0.966667,0.7
released_task_9e9a2e8a8e602bb3,pydata__xarray-3677,HARD_STOP_GUARD,bf0148192356,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:30:23Z,2026-06-15T06:30:30Z,7.497,3,6281,441,0.0,True,3.0,1,hard_stop_guard,False,0,0,3,5,0.5,0.833333,0.5
released_task_0a99280355bfeb51,django__django-13568,NO_GUARD,8b75f6b25210,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:30:31Z,2026-06-15T06:33:07Z,155.961,38,453912,10382,0.0,False,,0,Submitted,True,708,1,9,35,0.230769,0.897436,0.230769
released_task_0a99280355bfeb51,django__django-13568,WARN_REPLAN_GUARD,e8bca170714e,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:33:08Z,2026-06-15T06:35:31Z,142.337,42,666465,11357,0.0,True,4.0,6,Submitted,True,1088,1,28,42,0.622222,0.933333,0.622222
released_task_0a99280355bfeb51,django__django-13568,HARD_STOP_GUARD,9018954b6b7c,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:35:32Z,2026-06-15T06:37:34Z,122.217,37,499218,10686,0.0,True,37.0,1,hard_stop_guard,True,1030,1,20,29,0.540541,0.783784,0.540541
released_task_99bc6df058728d26,scikit-learn__scikit-learn-13124,NO_GUARD,d979dcbf8954,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:37:35Z,2026-06-15T06:43:54Z,379.57,50,982461,12891,0.0,True,4.0,8,LimitsExceeded,False,0,0,13,43,0.26,0.86,0.26
released_task_99bc6df058728d26,scikit-learn__scikit-learn-13124,WARN_REPLAN_GUARD,14d05918bafa,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:43:55Z,2026-06-15T06:48:52Z,296.937,50,1087655,24575,0.0,True,5.0,11,LimitsExceeded,True,1721,1,25,44,0.480769,0.846154,0.480769
released_task_99bc6df058728d26,scikit-learn__scikit-learn-13124,HARD_STOP_GUARD,0e1c5f63b9df,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:48:53Z,2026-06-15T06:49:15Z,21.938,4,19453,2005,0.0,True,4.0,1,hard_stop_guard,False,0,0,2,3,0.5,0.75,0.5
released_task_75953f0e9d547a21,django__django-12304,NO_GUARD,9a94faad5e8e,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:49:16Z,2026-06-15T06:53:41Z,264.278,32,330231,8012,0.0,True,7.0,5,Submitted,True,594,1,12,31,0.352941,0.911765,0.352941
released_task_75953f0e9d547a21,django__django-12304,WARN_REPLAN_GUARD,ae615900f79a,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:53:42Z,2026-06-15T06:56:04Z,142.126,42,641301,11403,0.0,True,17.0,3,Submitted,True,686,1,11,41,0.23913,0.891304,0.23913
released_task_75953f0e9d547a21,django__django-12304,HARD_STOP_GUARD,b2deb0561b0c,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:56:05Z,2026-06-15T06:58:02Z,116.693,29,335967,8756,0.0,True,29.0,1,hard_stop_guard,True,590,1,20,26,0.555556,0.722222,0.555556
released_task_1e60d4d20584f996,django__django-12708,NO_GUARD,f25a6456322b,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T06:58:03Z,2026-06-15T07:04:04Z,361.217,36,529956,11192,0.0,True,3.0,9,Submitted,True,754,1,19,38,0.487179,0.974359,0.487179
released_task_1e60d4d20584f996,django__django-12708,WARN_REPLAN_GUARD,82cb1cb97321,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:04:05Z,2026-06-15T07:06:11Z,126.47,28,335628,9722,0.0,True,3.0,5,Submitted,True,754,1,16,27,0.571429,0.964286,0.571429
released_task_1e60d4d20584f996,django__django-12708,HARD_STOP_GUARD,422f07777876,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:06:12Z,2026-06-15T07:06:24Z,11.274,5,16721,652,0.0,True,5.0,1,hard_stop_guard,False,0,0,2,1,0.4,0.2,0.4
released_task_cb92f9ca5782bc55,sympy__sympy-13372,NO_GUARD,3ad03fbf851a,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:06:25Z,2026-06-15T07:17:10Z,645.474,45,340287,5847,0.0,True,3.0,8,Submitted,True,770,1,18,40,0.409091,0.909091,0.409091
released_task_cb92f9ca5782bc55,sympy__sympy-13372,WARN_REPLAN_GUARD,28d353209326,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:17:11Z,2026-06-15T07:18:22Z,70.57,26,175725,4933,0.0,True,3.0,4,Submitted,True,770,1,13,23,0.52,0.92,0.52
released_task_cb92f9ca5782bc55,sympy__sympy-13372,HARD_STOP_GUARD,c86ad59e55c2,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:18:23Z,2026-06-15T07:18:33Z,10.569,3,6158,822,0.0,True,3.0,1,hard_stop_guard,False,0,0,2,2,0.666667,0.666667,0.666667
released_task_0564c8f60606eb5a,pydata__xarray-4075,NO_GUARD,31538b1419e5,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:18:34Z,2026-06-15T07:22:05Z,210.95,26,232632,5673,0.0,True,18.0,1,Submitted,True,508,1,6,21,0.24,0.84,0.24
released_task_0564c8f60606eb5a,pydata__xarray-4075,WARN_REPLAN_GUARD,f0bc982c3534,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:22:06Z,2026-06-15T07:24:32Z,145.825,28,288176,6133,0.0,True,20.0,4,Submitted,True,426,1,10,29,0.322581,0.935484,0.322581
released_task_0564c8f60606eb5a,pydata__xarray-4075,HARD_STOP_GUARD,d4a98a78626c,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:24:33Z,2026-06-15T07:26:08Z,95.245,12,75876,2694,0.0,True,12.0,1,hard_stop_guard,True,968,2,2,12,0.153846,0.923077,0.153846
released_task_0f9166c5f9aacc19,pydata__xarray-6599,NO_GUARD,e1c264513e38,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:26:10Z,2026-06-15T07:40:41Z,871.084,50,1489282,39206,0.0,True,27.0,5,LimitsExceeded,False,0,0,26,53,0.481481,0.981481,0.481481
released_task_0f9166c5f9aacc19,pydata__xarray-6599,WARN_REPLAN_GUARD,68f2cebbd4b4,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:40:42Z,2026-06-15T07:48:33Z,471.56,50,1072178,28167,0.0,True,4.0,6,LimitsExceeded,False,0,0,18,47,0.352941,0.921569,0.352941
released_task_0f9166c5f9aacc19,pydata__xarray-6599,HARD_STOP_GUARD,d2119e8ab0b8,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:48:34Z,2026-06-15T07:48:42Z,7.758,3,11349,480,0.0,True,3.0,1,hard_stop_guard,False,0,0,2,5,0.333333,0.833333,0.333333
released_task_99c12e09d38cfa00,django__django-14725,NO_GUARD,0baf0b4942e9,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:48:43Z,2026-06-15T07:56:00Z,437.119,50,1134425,24132,0.0,True,17.0,9,LimitsExceeded,True,3503,1,32,46,0.64,0.92,0.64
released_task_99c12e09d38cfa00,django__django-14725,WARN_REPLAN_GUARD,0e9abe55285b,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:56:01Z,2026-06-15T07:58:50Z,168.492,38,847924,13073,0.0,True,4.0,11,Submitted,True,3471,1,23,38,0.511111,0.844444,0.511111
released_task_99c12e09d38cfa00,django__django-14725,HARD_STOP_GUARD,7efd5ed7af3e,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:58:51Z,2026-06-15T07:59:13Z,22.086,8,40133,1222,0.0,True,8.0,1,hard_stop_guard,False,0,0,3,7,0.375,0.875,0.375
released_task_4805f1e278827d09,django__django-14238,NO_GUARD,fc42d0e0662a,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T07:59:14Z,2026-06-15T08:04:44Z,329.905,29,309352,7964,0.0,True,9.0,3,Submitted,True,651,1,25,28,0.833333,0.933333,0.833333
released_task_4805f1e278827d09,django__django-14238,WARN_REPLAN_GUARD,b3a0dfad7bd6,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:04:45Z,2026-06-15T08:06:04Z,78.888,19,119244,4605,0.0,False,,0,Submitted,True,667,1,17,18,0.85,0.9,0.85
released_task_4805f1e278827d09,django__django-14238,HARD_STOP_GUARD,7007f555c020,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:06:05Z,2026-06-15T08:06:13Z,8.3,2,4664,470,0.0,True,2.0,1,hard_stop_guard,False,0,0,2,2,0.4,0.4,0.4
released_task_e590948c68d6dee7,django__django-12209,NO_GUARD,c8fbdfaa20be,completed,deepseek-v4-flash,mini-swe-agent,princeton-nlp/SWE-Bench_Verified:test,2026-06-15T08:06:14Z,2026-06-15T08:16:03Z,588.949,50,1218392,41081,0.0,True,3.0,16,LimitsExceeded,False,0,0,31,52,0.584906,0.981132,0.584906
